,Date,MOY,DOW,HolidayTomorrow,Temp,Temp_NextForecast,Precipitation,Prec_NextForecast,Wind,picnic,new_hat,hat,WeekendTomorrow,naive_prediction,conditions,is_picnic,is_work,prob_cals,picnic_roll,rand_roll,medium_roll,block_picnic_due_to_last
10312,2025-03-29,3,6,0,71,73.0,1.59,0.3,7.38,0,0,1,1,0,good,False,True,0.0,False,False,False,False
10313,2025-03-30,3,7,0,68,68.0,0.28,0.8,8.62,0,0,0,1,0,good,False,False,0.3,False,False,False,False
10314,2025-03-31,3,1,0,72,65.0,0.69,0.7,5.15,0,0,0,0,0,good,False,False,0.3,False,False,True,False
10315,2025-04-01,4,2,0,70,67.0,0.91,0.5,6.27,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10316,2025-04-02,4,3,0,71,78.0,0.15,0.8,6.27,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10317,2025-04-03,4,4,0,79,86.0,1.45,0.7,6.32,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10318,2025-04-04,4,5,0,81,83.0,2.18,1.6,6.77,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10319,2025-04-05,4,6,0,81,81.0,1.73,1.6,6.55,0,0,1,1,1,good,False,True,0.0,False,False,False,False
10320,2025-04-06,4,7,0,79,76.0,1.63,2.2,7.18,0,0,0,1,0,good,False,False,0.0,False,False,False,False
10321,2025-04-07,4,1,0,78,79.0,2.21,1.0,6.77,0,0,1,0,0,good,True,False,0.0,True,False,False,False
10322,2025-04-08,4,2,0,78,73.0,0.99,2.6,4.87,0,1,1,0,1,good,False,True,0.0,False,False,False,False
10323,2025-04-09,4,3,0,77,74.0,2.44,0.0,6.17,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10324,2025-04-10,4,4,0,81,77.0,0.11,0.0,8.48,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10325,2025-04-11,4,5,0,84,87.0,0.01,0.5,8.7,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10326,2025-04-12,4,6,0,82,90.0,0.69,0.0,7.38,0,0,1,1,0,good,False,True,0.3,False,False,False,False
10327,2025-04-13,4,7,0,83,62.0,0.03,0.2,6.7,0,0,0,1,0,good,False,False,0.0,False,False,False,True
10328,2025-04-14,4,1,0,65,58.0,0.16,0.0,6.12,0,0,0,0,0,good,False,False,0.0,False,False,False,True
10329,2025-04-15,4,2,0,64,74.0,0.0,0.0,4.17,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10330,2025-04-16,4,3,0,70,71.0,0.0,0.0,4.58,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10331,2025-04-17,4,4,0,77,67.0,0.0,0.1,3.0,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10332,2025-04-18,4,5,0,71,67.0,0.07,0.1,3.18,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10333,2025-04-19,4,6,0,72,68.0,0.09,0.0,4.65,0,0,0,1,0,good,False,True,0.0,False,False,False,False
10334,2025-04-20,4,7,0,66,73.0,0.02,0.2,2.62,0,0,0,1,0,good,True,False,0.0,True,False,False,False
10335,2025-04-21,4,1,0,71,86.0,0.24,0.6,3.24,0,0,0,0,0,good,False,False,0.0,False,False,False,False
10336,2025-04-22,4,2,0,81,79.0,0.7,4.9,3.67,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10337,2025-04-23,4,3,0,79,87.0,5.06,1.0,6.64,0,1,1,0,1,good,False,True,0.0,False,False,False,False
10338,2025-04-24,4,4,0,82,78.0,1.07,0.3,2.42,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10339,2025-04-25,4,5,0,85,86.0,0.34,0.0,8.84,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10340,2025-04-26,4,6,0,79,78.0,1.52,1.7,4.68,0,0,1,1,0,good,False,True,0.0,False,False,False,False
10341,2025-04-27,4,7,0,78,72.0,1.37,2.1,3.75,0,0,0,1,0,good,False,False,0.0,False,False,False,True
10342,2025-04-28,4,1,0,79,89.0,1.95,0.7,1.84,0,0,0,0,0,good,False,False,0.0,False,False,False,True
10343,2025-04-29,4,2,0,83,87.0,0.7,0.9,7.27,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10344,2025-04-30,4,3,0,79,80.0,1.02,0.0,5.85,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10345,2025-05-01,5,4,0,83,77.0,0.45,0.0,5.44,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10346,2025-05-02,5,5,0,84,79.0,1.47,1.9,7.72,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10347,2025-05-03,5,6,0,85,86.0,0.74,1.8,5.94,0,0,1,1,1,good,False,True,0.3,False,False,False,False
10348,2025-05-04,5,7,0,81,79.0,1.66,1.5,3.87,0,0,1,1,1,good,True,False,0.0,True,False,False,False
10349,2025-05-05,5,1,0,73,70.0,1.38,1.2,7.61,0,0,0,0,1,good,False,False,0.0,False,False,False,False
10350,2025-05-06,5,2,0,75,77.0,1.18,1.2,7.1,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10351,2025-05-07,5,3,0,76,67.0,1.15,1.0,8.94,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10352,2025-05-08,5,4,0,72,74.0,0.96,1.4,5.75,0,1,1,0,1,good,False,True,0.0,False,False,False,False
10353,2025-05-09,5,5,0,75,80.0,1.48,0.3,7.3,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10354,2025-05-10,5,6,0,81,82.0,0.01,0.0,2.08,0,0,0,1,0,good,False,True,0.0,False,False,False,False
10355,2025-05-11,5,7,0,84,83.0,0.05,0.2,5.02,0,0,0,1,0,good,False,False,0.0,False,False,False,True
10356,2025-05-12,5,1,0,80,81.0,0.28,0.4,3.82,0,0,0,0,0,good,False,False,0.3,False,False,False,True
10357,2025-05-13,5,2,0,78,87.0,0.43,0.6,2.64,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10358,2025-05-14,5,3,0,83,89.0,0.78,0.3,3.65,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10359,2025-05-15,5,4,0,86,85.0,0.32,0.0,6.35,0,0,1,0,0,good,False,True,0.3,False,False,True,False
10360,2025-05-16,5,5,0,82,90.0,0.87,0.1,5.11,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10361,2025-05-17,5,6,0,84,85.0,0.29,0.8,1.14,0,0,1,1,0,good,False,True,0.3,False,False,False,False
10362,2025-05-18,5,7,0,86,84.0,0.65,3.0,7.07,0,0,1,1,0,good,True,False,0.3,True,False,False,False
10363,2025-05-19,5,1,0,78,88.0,1.55,1.1,9.72,0,0,1,0,1,good,True,False,0.0,True,False,False,False
10364,2025-05-20,5,2,0,86,86.0,1.08,1.0,4.71,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10365,2025-05-21,5,3,0,88,83.0,1.02,3.7,1.84,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10366,2025-05-22,5,4,0,84,88.0,3.73,0.1,3.98,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10367,2025-05-23,5,5,0,89,75.0,0.0,0.2,11.84,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10368,2025-05-24,5,6,0,81,82.0,0.8,1.9,6.91,0,1,1,1,0,good,False,True,0.3,False,False,False,False
10369,2025-05-25,5,7,1,87,80.0,1.84,0.2,5.04,0,0,0,1,1,good,False,False,0.0,False,False,False,True
10370,2025-05-26,5,1,0,88,84.0,0.03,1.6,9.62,0,0,0,0,0,good,False,False,0.0,False,False,False,True
10371,2025-05-27,5,2,0,77,92.0,0.79,0.2,7.51,0,0,1,0,1,good,False,True,0.3,False,False,False,False
10372,2025-05-28,5,3,0,91,86.0,0.23,1.1,7.25,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10373,2025-05-29,5,4,0,90,93.0,0.82,6.8,7.74,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10374,2025-05-30,5,5,0,88,87.0,3.06,1.7,7.38,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10375,2025-05-31,5,6,0,82,89.0,1.61,0.0,4.97,0,0,1,1,1,good,False,True,0.0,False,False,False,False
10376,2025-06-01,6,7,0,91,87.0,0.09,0.0,7.75,0,0,0,1,0,good,False,False,0.0,False,False,False,False
10377,2025-06-02,6,1,0,85,80.0,1.84,0.0,9.27,0,0,0,0,0,good,False,False,0.0,False,False,False,False
10378,2025-06-03,6,2,0,87,80.0,2.81,0.7,4.94,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10379,2025-06-04,6,3,0,80,87.0,0.71,2.4,8.51,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10380,2025-06-05,6,4,0,84,97.0,2.62,2.0,7.5,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10381,2025-06-06,6,5,0,88,91.0,2.03,0.6,6.25,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10382,2025-06-07,6,6,0,87,87.0,0.66,0.6,6.9,0,0,1,1,0,good,False,True,0.3,False,False,True,False
10383,2025-06-08,6,7,0,87,89.0,0.6,0.2,6.77,0,1,1,1,0,good,True,False,0.3,True,False,False,False
10384,2025-06-09,6,1,0,89,89.0,0.2,0.5,7.32,0,0,0,0,0,good,False,False,0.0,False,False,False,False
10385,2025-06-10,6,2,0,85,81.0,0.45,0.1,7.57,0,0,1,0,0,good,False,True,0.3,False,False,True,False
10386,2025-06-11,6,3,0,79,71.0,0.08,0.7,3.8,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10387,2025-06-12,6,4,0,78,69.0,0.73,0.4,3.5,0,0,1,0,0,good,False,True,0.3,False,False,True,False
10388,2025-06-13,6,5,0,77,75.0,0.58,0.3,4.25,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10389,2025-06-14,6,6,0,77,85.0,0.35,2.0,5.07,0,0,1,1,0,good,False,True,0.3,False,False,False,False
10390,2025-06-15,6,7,0,83,78.0,1.84,0.4,7.32,0,0,0,1,1,good,False,False,0.0,False,False,False,True
10391,2025-06-16,6,1,0,82,80.0,0.24,0.8,6.55,0,0,0,0,0,good,False,False,0.0,False,False,False,True
10392,2025-06-17,6,2,0,78,78.0,0.73,0.0,3.5,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10393,2025-06-18,6,3,1,83,86.0,0.07,0.0,7.78,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10394,2025-06-19,6,4,0,85,68.0,0.0,0.1,8.04,0,0,0,0,0,good,True,False,0.0,True,False,False,False
10395,2025-06-20,6,5,0,65,65.0,0.15,0.0,1.67,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10396,2025-06-21,6,6,0,72,69.0,0.0,0.0,2.01,0,0,0,1,0,good,False,True,0.0,False,False,False,False
10397,2025-06-22,6,7,0,66,56.0,0.02,0.0,2.51,0,0,0,1,0,good,False,False,0.0,False,False,False,True
10398,2025-06-23,6,1,0,62,71.0,0.04,0.0,3.02,0,0,0,0,0,good,False,False,0.0,False,False,False,True
10399,2025-06-24,6,2,0,70,75.0,0.0,0.1,4.9,0,1,0,0,0,good,False,True,0.0,False,False,False,False
10400,2025-06-25,6,3,0,69,67.0,0.15,0.0,3.62,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10401,2025-06-26,6,4,0,73,81.0,0.0,0.3,3.1,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10402,2025-06-27,6,5,0,75,77.0,0.23,0.3,5.84,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10403,2025-06-28,6,6,0,80,80.0,0.33,0.5,2.77,0,0,1,1,0,good,False,True,0.3,False,False,True,False
10404,2025-06-29,6,7,0,77,83.0,0.4,0.1,2.72,0,0,1,1,0,good,True,False,0.3,True,False,False,False
10405,2025-06-30,6,1,0,81,75.0,0.09,0.4,3.54,0,0,0,0,0,good,True,False,0.0,True,False,False,False
10406,2025-07-01,7,2,0,72,79.0,0.31,1.4,4.82,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10407,2025-07-02,7,3,0,77,78.0,1.54,1.2,5.22,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10408,2025-07-03,7,4,1,75,74.0,1.17,0.6,3.91,0,0,1,0,1,good,False,True,0.0,False,False,False,True
10409,2025-07-04,7,5,0,78,76.0,0.2,0.1,5.51,0,0,0,0,0,good,True,False,0.0,True,False,False,False
10410,2025-07-05,7,6,0,70,72.0,0.23,0.1,6.25,0,0,0,1,0,good,False,True,0.0,False,False,False,False
10411,2025-07-06,7,7,0,69,70.0,0.05,0.1,5.35,0,0,0,1,0,good,False,False,0.0,False,False,False,True
10412,2025-07-07,7,1,0,70,68.0,0.1,0.0,4.52,0,0,0,0,0,good,False,False,0.0,False,False,False,True
10413,2025-07-08,7,2,0,65,67.0,0.04,0.1,7.15,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10414,2025-07-09,7,3,0,70,81.0,0.07,0.0,2.68,0,1,0,0,0,good,False,True,0.0,False,False,False,False
10415,2025-07-10,7,4,0,82,83.0,1.38,1.8,3.25,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10416,2025-07-11,7,5,0,82,81.0,1.57,1.2,3.47,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10417,2025-07-12,7,6,0,82,78.0,1.14,0.3,4.35,0,0,1,1,1,good,False,True,0.0,False,False,False,False
10418,2025-07-13,7,7,0,84,60.0,0.26,0.2,2.68,0,0,1,1,0,good,True,False,0.3,True,False,False,False
10419,2025-07-14,7,1,0,60,61.0,0.19,0.2,4.62,0,0,0,0,0,good,True,False,0.0,True,False,False,False
10420,2025-07-15,7,2,0,63,64.0,0.19,2.8,4.58,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10421,2025-07-16,7,3,0,58,54.0,1.56,1.7,8.9,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10422,2025-07-17,7,4,0,55,56.0,0.83,1.0,3.77,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10423,2025-07-18,7,5,0,57,56.0,1.04,2.0,9.37,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10424,2025-07-19,7,6,0,54,54.0,2.18,0.2,2.71,0,0,1,1,1,good,False,True,0.0,False,False,False,False
10425,2025-07-20,7,7,0,58,59.0,0.15,0.4,3.58,0,0,0,1,0,good,False,False,0.0,False,False,False,True
10426,2025-07-21,7,1,0,60,52.0,0.62,0.0,2.6,0,0,0,0,0,good,False,False,0.3,False,False,False,True
10427,2025-07-22,7,2,0,55,62.0,0.0,0.0,7.67,0,0,1,0,0,good,False,True,0.5,False,False,True,False
10428,2025-07-23,7,3,0,60,53.0,0.0,0.2,3.27,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10429,2025-07-24,7,4,0,58,60.0,0.15,0.0,2.87,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10430,2025-07-25,7,5,0,58,54.0,0.83,1.1,7.24,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10431,2025-07-26,7,6,0,57,58.0,0.99,0.0,4.81,0,1,1,1,1,good,False,True,0.0,False,False,False,False
10432,2025-07-27,7,7,0,57,57.0,0.4,0.3,5.08,0,0,1,1,0,good,True,False,0.3,True,False,False,False
10433,2025-07-28,7,1,0,61,55.0,0.22,1.5,7.45,0,0,0,0,0,good,True,False,0.0,True,False,False,False
10434,2025-07-29,7,2,0,59,52.0,1.21,1.4,8.17,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10435,2025-07-30,7,3,0,57,60.0,1.09,1.2,5.05,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10436,2025-07-31,7,4,0,55,63.0,1.12,1.6,12.98,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10437,2025-08-01,8,5,0,60,48.0,1.53,1.5,4.18,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10438,2025-08-02,8,6,0,52,59.0,1.43,0.0,8.37,0,0,1,1,1,good,False,True,0.0,False,False,False,False
10439,2025-08-03,8,7,0,55,53.0,0.02,0.3,1.05,0,0,0,1,0,good,False,False,0.5,False,False,True,True
10440,2025-08-04,8,1,0,58,58.0,0.28,0.0,3.81,0,0,0,0,0,good,False,False,0.3,False,False,True,True
10441,2025-08-05,8,2,0,60,59.0,0.0,0.0,2.11,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10442,2025-08-06,8,3,0,60,59.0,0.0,0.0,0.0,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10443,2025-08-07,8,4,0,60,58.0,0.0,0.8,4.95,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10444,2025-08-08,8,5,0,57,59.0,0.64,0.1,4.77,0,0,1,0,0,good,False,True,0.3,False,False,True,False
10445,2025-08-09,8,6,0,58,55.0,0.16,0.0,9.45,0,0,0,1,0,good,False,True,0.0,False,False,False,False
10446,2025-08-10,8,7,0,60,63.0,0.0,0.3,0.0,0,1,0,1,0,good,True,False,0.0,True,False,False,False
10447,2025-08-11,8,1,0,58,59.0,0.43,4.3,2.24,0,0,0,0,0,good,False,False,0.3,False,False,False,False
10448,2025-08-12,8,2,0,57,40.0,1.55,0.0,2.55,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10449,2025-08-13,8,3,0,38,65.0,0.75,0.0,10.68,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10450,2025-08-14,8,4,0,60,53.0,0.0,6.9,2.21,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10451,2025-08-15,8,5,0,56,81.0,3.04,0.4,3.45,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10452,2025-08-16,8,6,0,75,79.0,0.08,0.1,3.21,0,0,0,1,0,good,False,True,0.0,False,False,False,False
10453,2025-08-17,8,7,0,83,100.0,0.11,0.1,8.2,0,0,0,1,0,good,False,False,0.0,False,False,False,True
10454,2025-08-18,8,1,0,94,82.0,0.11,0.0,4.64,0,0,0,0,0,good,False,False,0.0,False,False,False,True
10455,2025-08-19,8,2,0,87,82.0,0.03,0.3,4.05,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10456,2025-08-20,8,3,0,75,84.0,0.27,0.0,3.14,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10457,2025-08-21,8,4,0,77,77.0,2.08,0.4,3.34,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10458,2025-08-22,8,5,0,72,68.0,0.62,2.9,2.62,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10459,2025-08-23,8,6,0,75,85.0,3.16,0.0,0.0,0,0,1,1,1,good,False,True,0.0,False,False,False,False
10460,2025-08-24,8,7,0,88,75.0,0.0,0.0,3.71,0,0,0,1,0,good,True,False,0.0,True,False,False,False
10461,2025-08-25,8,1,0,77,87.0,0.0,0.0,2.95,0,1,0,0,0,good,True,False,0.0,True,False,False,False
10462,2025-08-26,8,2,0,85,75.0,0.0,0.0,7.08,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10463,2025-08-27,8,3,0,72,60.0,0.0,0.0,7.2,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10464,2025-08-28,8,4,0,57,85.0,0.0,0.0,0.0,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10465,2025-08-29,8,5,0,85,69.0,0.0,0.0,4.21,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10466,2025-08-30,8,6,0,66,82.0,0.0,0.0,7.24,0,0,0,1,0,good,False,True,0.0,False,False,False,False
10467,2025-08-31,8,7,1,75,70.0,0.0,0.0,5.18,0,0,1,1,0,good,False,False,0.0,False,False,False,True
10468,2025-09-01,9,1,0,68,89.0,0.0,0.0,8.74,0,0,0,0,0,good,False,False,0.0,False,False,False,True
10469,2025-09-02,9,2,0,84,81.0,0.0,0.0,3.31,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10470,2025-09-03,9,3,0,86,79.0,0.0,0.0,2.62,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10471,2025-09-04,9,4,0,75,59.0,0.0,0.0,6.01,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10472,2025-09-05,9,5,0,62,77.0,0.0,0.0,6.04,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10473,2025-09-06,9,6,0,74,70.0,0.0,0.0,6.94,0,0,0,1,0,good,False,True,0.0,False,False,False,False
10474,2025-09-07,9,7,0,64,81.0,0.0,0.0,11.27,0,0,0,1,0,good,True,False,0.0,True,False,False,False
10475,2025-09-08,9,1,0,81,67.0,0.0,0.0,6.54,0,0,0,0,0,good,False,False,0.0,False,False,False,False
10476,2025-09-09,9,2,0,65,68.0,0.0,0.0,2.81,0,1,0,0,0,good,False,True,0.0,False,False,False,False
10477,2025-09-10,9,3,0,62,78.0,0.0,0.0,4.71,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10478,2025-09-11,9,4,0,77,65.0,0.0,0.0,5.92,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10479,2025-09-12,9,5,0,60,64.0,0.0,0.3,2.92,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10480,2025-09-13,9,6,0,68,64.0,0.2,0.3,5.18,0,0,0,1,0,good,False,True,0.0,False,False,False,False
10481,2025-09-14,9,7,0,64,64.0,0.25,0.0,2.05,0,0,0,1,0,good,False,False,0.0,False,False,False,True
10482,2025-09-15,9,1,0,70,69.0,0.02,0.0,5.41,0,0,0,0,0,good,False,False,0.0,False,False,False,True
10483,2025-09-16,9,2,0,75,79.0,0.0,0.5,4.62,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10484,2025-09-17,9,3,0,73,75.0,0.75,0.5,3.28,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10485,2025-09-18,9,4,0,80,79.0,0.39,0.0,4.92,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10486,2025-09-19,9,5,0,77,80.0,1.71,3.6,5.28,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10487,2025-09-20,9,6,0,81,83.0,1.39,1.3,5.22,0,0,1,1,1,good,False,True,0.0,False,False,False,False
10488,2025-09-21,9,7,0,81,78.0,1.39,0.0,5.22,0,0,1,1,1,good,True,False,0.0,True,False,False,False
10489,2025-09-22,9,1,0,84,93.0,0.04,0.7,3.22,0,0,0,0,0,good,True,False,0.0,True,False,False,False
10490,2025-09-23,9,2,0,85,89.0,0.55,0.1,7.74,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10491,2025-09-24,9,3,0,83,85.0,0.17,0.0,2.97,0,1,0,0,0,good,False,True,0.0,False,False,False,False
10492,2025-09-25,9,4,0,84,85.0,0.03,0.1,4.71,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10493,2025-09-26,9,5,0,85,83.0,0.15,1.3,8.01,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10494,2025-09-27,9,6,0,85,82.0,1.1,7.4,5.78,0,0,1,1,1,good,False,True,0.0,False,False,False,False
10495,2025-09-28,9,7,0,84,89.0,3.23,1.7,3.22,0,0,0,1,1,good,False,False,0.0,False,False,False,True
10496,2025-09-29,9,1,0,83,83.0,1.76,1.3,4.71,0,0,0,0,1,good,False,False,0.0,False,False,False,True
10497,2025-09-30,9,2,0,85,84.0,1.33,1.1,2.37,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10498,2025-10-01,10,3,0,85,90.0,1.16,0.3,2.68,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10499,2025-10-02,10,4,0,84,83.0,0.04,1.1,4.97,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10500,2025-10-03,10,5,0,86,85.0,0.79,0.6,7.2,0,0,1,0,1,good,False,True,0.3,False,False,False,False
10501,2025-10-04,10,6,0,83,86.0,0.71,3.8,2.51,0,0,1,1,0,good,False,True,0.3,False,False,False,False
10502,2025-10-05,10,7,0,82,84.0,3.67,1.3,1.07,0,0,0,1,0,good,False,False,0.0,False,False,False,False
10503,2025-10-06,10,1,0,83,90.0,1.29,0.8,4.34,0,0,0,0,0,good,False,False,0.0,False,False,False,False
10504,2025-10-07,10,2,0,84,83.0,0.79,0.8,2.0,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10505,2025-10-08,10,3,0,84,85.0,0.81,0.0,2.37,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10506,2025-10-09,10,4,0,85,74.0,0.17,3.3,4.7,0,1,0,0,0,good,False,True,0.0,False,False,False,False
10507,2025-10-10,10,5,0,77,74.0,2.06,0.1,1.3,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10508,2025-10-11,10,6,0,82,76.0,0.0,0.0,10.22,0,0,0,1,0,good,False,True,0.0,False,False,False,False
10509,2025-10-12,10,7,1,80,84.0,0.05,0.0,13.57,0,0,0,1,0,good,False,False,0.0,False,False,False,False
10510,2025-10-13,10,1,0,81,77.0,0.01,0.2,11.58,0,0,0,0,0,good,False,False,0.0,False,False,False,False
10511,2025-10-14,10,2,0,80,75.0,0.27,0.0,13.7,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10512,2025-10-15,10,3,0,79,87.0,0.0,0.0,2.9,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10513,2025-10-16,10,4,0,80,76.0,0.0,0.0,2.4,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10514,2025-10-17,10,5,0,70,77.0,0.0,0.0,3.54,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10515,2025-10-18,10,6,0,74,74.0,1.36,1.9,6.27,0,0,1,1,0,good,False,True,0.0,False,False,False,False
10516,2025-10-19,10,7,0,74,75.0,0.99,1.0,5.31,0,0,0,1,0,good,False,False,0.0,False,False,False,False
10517,2025-10-20,10,1,0,75,74.0,1.05,0.4,5.35,0,0,0,0,0,good,False,False,0.0,False,False,False,False
10518,2025-10-21,10,2,0,74,74.0,0.29,0.4,5.85,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10519,2025-10-22,10,3,0,73,72.0,0.93,5.7,5.3,0,0,1,0,0,good,False,True,0.0,False,False,False,False
10520,2025-10-23,10,4,0,76,73.0,2.15,0.9,4.68,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10521,2025-10-24,10,5,0,77,73.0,0.99,0.9,5.08,0,0,1,0,1,good,False,True,0.0,False,False,False,False
10522,2025-10-25,10,6,0,74,76.0,0.94,1.3,6.27,0,1,1,1,1,good,False,True,0.0,False,False,False,False
10523,2025-10-26,10,7,0,76,71.0,1.46,9.7,8.04,0,0,0,1,0,good,False,False,0.0,False,False,False,False
10524,2025-10-27,10,1,0,72,73.0,8.91,0.4,5.88,0,0,0,0,0,good,False,False,0.0,False,False,False,False
10525,2025-10-28,10,2,0,72,73.0,0.31,0.5,4.88,0,0,1,0,0,good,False,True,0.3,False,False,True,False
10526,2025-10-29,10,3,0,75,66.0,0.74,1.1,5.17,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10527,2025-10-30,10,4,0,71,71.0,0.8,0.3,5.42,0,0,1,0,1,good,False,True,0.3,False,False,False,False
10528,2025-10-31,10,5,0,73,70.0,0.35,3.4,7.27,0,0,1,0,0,good,False,True,0.3,False,False,False,False
10529,2025-11-01,11,6,0,71,78.0,1.72,0.3,4.62,0,0,1,1,1,good,False,True,0.0,False,False,False,False
10530,2025-11-02,11,7,0,75,75.0,0.63,0.0,7.28,0,0,0,1,0,good,False,False,0.3,False,False,True,False
10531,2025-11-03,11,1,0,76,74.0,0.0,0.0,8.52,0,0,0,0,0,good,False,False,0.0,False,False,False,False
10532,2025-11-04,11,2,0,72,73.0,0.0,0.0,8.85,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10533,2025-11-05,11,3,0,76,79.0,0.0,0.5,6.04,0,0,0,0,0,good,False,True,0.0,False,False,False,False
10534,2025-11-06,11,4,0,75,80.0,0.49,0.7,4.5,0,0,1,0,0,good,False,True,0.3,False,False,False,False
