,Date,MOY,DOW,HolidayTomorrow,Temp,Temp_NextForecast,Precipitation,Prec_NextForecast,Wind
9908,2024-02-19,2,1,0,87,88.0,0.0,2.7,1.51
9909,2024-02-20,2,2,0,87,94.0,2.69,1.4,2.64
9910,2024-02-21,2,3,0,88,79.0,0.58,0.0,2.6
9911,2024-02-22,2,4,0,84,69.0,3.29,0.7,0.94
9912,2024-02-23,2,5,0,72,65.0,0.52,1.1,6.04
9913,2024-02-24,2,6,0,69,74.0,0.91,0.2,3.82
9914,2024-02-25,2,7,0,72,77.0,0.06,0.0,5.85
9915,2024-02-26,2,1,0,77,78.0,0.06,0.0,3.95
9916,2024-02-27,2,2,0,77,77.0,0.0,0.1,4.56
9917,2024-02-28,2,3,0,74,70.0,0.06,0.2,8.01
9918,2024-02-29,2,4,0,73,75.0,0.14,0.0,7.64
9919,2024-03-01,3,5,0,70,79.0,0.94,0.3,6.27
9920,2024-03-02,3,6,0,73,83.0,0.0,0.1,4.72
9921,2024-03-03,3,7,0,78,75.0,0.17,0.0,4.22
9922,2024-03-04,3,1,0,77,67.0,0.0,0.0,4.47
9923,2024-03-05,3,2,0,74,63.0,0.0,0.0,4.04
9924,2024-03-06,3,3,0,70,77.0,0.0,0.0,3.72
9925,2024-03-07,3,4,0,75,64.0,0.0,0.0,3.65
9926,2024-03-08,3,5,0,69,68.0,0.04,0.0,0.0
9927,2024-03-09,3,6,0,74,77.0,0.0,0.7,3.85
9928,2024-03-10,3,7,0,71,67.0,0.64,4.1,5.82
9929,2024-03-11,3,1,0,69,66.0,1.48,1.7,6.55
9930,2024-03-12,3,2,0,66,83.0,1.88,1.1,4.85
9931,2024-03-13,3,3,0,76,70.0,1.13,1.1,6.27
9932,2024-03-14,3,4,0,72,74.0,1.22,0.2,5.75
9933,2024-03-15,3,5,0,72,92.0,0.09,0.2,5.42
9934,2024-03-16,3,6,0,86,81.0,0.33,0.3,2.32
9935,2024-03-17,3,7,0,85,83.0,0.28,0.0,1.18
9936,2024-03-18,3,1,0,85,83.0,2.94,0.9,1.71
9937,2024-03-19,3,2,0,85,85.0,0.28,1.1,1.6
9938,2024-03-20,3,3,0,85,82.0,2.99,0.8,1.7
9939,2024-03-21,3,4,0,87,79.0,0.34,0.5,1.8
9940,2024-03-22,3,5,0,85,81.0,1.12,1.6,1.98
9941,2024-03-23,3,6,0,81,83.0,1.46,3.4,1.55
9942,2024-03-24,3,7,0,77,79.0,3.69,0.0,4.9
9943,2024-03-25,3,1,0,78,76.0,0.21,13.9,7.87
9944,2024-03-26,3,2,0,78,76.0,6.05,1.0,3.27
9945,2024-03-27,3,3,0,82,84.0,0.53,0.0,5.67
9946,2024-03-28,3,4,0,77,78.0,0.94,0.8,6.14
9947,2024-03-29,3,5,0,80,66.0,1.6,0.7,3.68
9948,2024-03-30,3,6,0,73,56.0,0.65,0.6,5.21
9949,2024-03-31,3,7,0,61,65.0,0.45,0.1,3.07
9950,2024-04-01,4,1,0,65,62.0,0.05,0.1,6.52
9951,2024-04-02,4,2,0,64,66.0,0.11,0.0,3.12
9952,2024-04-03,4,3,0,71,62.0,0.0,0.0,9.94
9953,2024-04-04,4,4,0,66,71.0,0.0,0.0,5.28
9954,2024-04-05,4,5,0,69,70.0,0.02,0.2,8.58
9955,2024-04-06,4,6,0,69,66.0,0.32,0.2,4.42
9956,2024-04-07,4,7,0,65,82.0,0.14,0.0,5.71
9957,2024-04-08,4,1,0,76,66.0,0.03,0.0,8.21
9958,2024-04-09,4,2,0,67,78.0,0.02,0.1,3.32
9959,2024-04-10,4,3,0,75,75.0,0.07,0.0,6.38
9960,2024-04-11,4,4,0,77,75.0,1.79,0.6,6.74
9961,2024-04-12,4,5,0,74,79.0,0.16,0.0,6.34
9962,2024-04-13,4,6,0,73,75.0,0.0,0.3,6.7
9963,2024-04-14,4,7,0,78,73.0,0.33,0.0,7.0
9964,2024-04-15,4,1,0,73,70.0,0.04,0.0,7.87
9965,2024-04-16,4,2,0,72,79.0,0.0,0.1,9.1
9966,2024-04-17,4,3,0,74,72.0,0.09,0.1,7.45
9967,2024-04-18,4,4,0,70,70.0,0.18,0.0,6.47
9968,2024-04-19,4,5,0,71,82.0,0.0,0.1,5.15
9969,2024-04-20,4,6,0,91,89.0,0.05,0.0,4.91
9970,2024-04-21,4,7,0,88,72.0,0.01,0.0,6.72
9971,2024-04-22,4,1,0,75,79.0,0.0,0.0,4.77
9972,2024-04-23,4,2,0,73,77.0,0.0,0.2,4.9
9973,2024-04-24,4,3,0,72,53.0,0.22,0.3,2.62
9974,2024-04-25,4,4,0,51,69.0,0.49,0.2,19.72
9975,2024-04-26,4,5,0,74,80.0,0.17,0.1,5.6
9976,2024-04-27,4,6,0,76,73.0,0.09,0.6,5.62
9977,2024-04-28,4,7,0,78,73.0,0.51,2.2,2.75
9978,2024-04-29,4,1,0,76,92.0,4.05,0.8,6.45
9979,2024-04-30,4,2,0,85,79.0,0.19,0.2,4.1
9980,2024-05-01,5,3,0,73,73.0,1.38,0.2,5.08
9981,2024-05-02,5,4,0,70,80.0,0.72,0.0,5.45
9982,2024-05-03,5,5,0,75,69.0,0.0,0.0,6.41
9983,2024-05-04,5,6,0,71,69.0,1.09,0.0,3.58
9984,2024-05-05,5,7,0,72,76.0,0.0,0.0,5.94
9985,2024-05-06,5,1,0,78,83.0,0.0,0.1,8.1
9986,2024-05-07,5,2,0,76,79.0,0.14,0.0,5.48
9987,2024-05-08,5,3,0,74,73.0,0.79,1.2,6.94
9988,2024-05-09,5,4,0,77,77.0,2.0,2.4,2.12
9989,2024-05-10,5,5,0,81,85.0,2.42,0.8,6.9
9990,2024-05-11,5,6,0,82,73.0,0.83,3.3,4.08
9991,2024-05-12,5,7,0,79,82.0,3.33,0.9,4.77
9992,2024-05-13,5,1,0,78,73.0,0.86,1.9,2.65
9993,2024-05-14,5,2,0,81,84.0,1.91,4.3,4.8
9994,2024-05-15,5,3,0,82,67.0,4.78,0.2,6.24
9995,2024-05-16,5,4,0,72,68.0,0.0,0.0,6.05
9996,2024-05-17,5,5,0,68,68.0,0.02,0.2,9.05
9997,2024-05-18,5,6,0,72,75.0,0.28,1.7,8.14
9998,2024-05-19,5,7,0,71,70.0,1.5,0.5,6.3
9999,2024-05-20,5,1,0,72,74.0,0.12,0.0,7.21
10000,2024-05-21,5,2,0,77,83.0,0.0,0.0,6.02
10001,2024-05-22,5,3,0,78,78.0,0.0,0.2,6.64
10002,2024-05-23,5,4,0,79,72.0,0.19,0.1,4.02
10003,2024-05-24,5,5,0,78,75.0,0.06,0.3,3.35
10004,2024-05-25,5,6,0,76,76.0,0.31,0.2,4.41
10005,2024-05-26,5,7,1,76,68.0,0.13,0.1,3.5
10006,2024-05-27,5,1,0,74,85.0,0.12,0.1,4.52
10007,2024-05-28,5,2,0,85,84.0,0.04,0.0,8.22
10008,2024-05-29,5,3,0,85,84.0,0.0,0.0,7.54
10009,2024-05-30,5,4,0,85,86.0,1.15,0.0,6.2
10010,2024-05-31,5,5,0,87,67.0,2.01,0.5,6.35
10011,2024-06-01,6,6,0,62,64.0,0.24,0.0,7.95
10012,2024-06-02,6,7,0,67,68.0,0.0,0.0,4.71
10013,2024-06-03,6,1,0,66,73.0,0.0,0.0,6.24
10014,2024-06-04,6,2,0,75,68.0,0.0,0.0,3.51
10015,2024-06-05,6,3,0,71,68.0,0.0,0.0,6.97
10016,2024-06-06,6,4,0,68,70.0,0.0,0.0,6.27
10017,2024-06-07,6,5,0,64,75.0,0.0,0.0,4.25
10018,2024-06-08,6,6,0,68,72.0,0.0,0.2,6.0
10019,2024-06-09,6,7,0,74,73.0,0.23,0.0,3.54
10020,2024-06-10,6,1,0,75,81.0,0.02,0.3,5.27
10021,2024-06-11,6,2,0,77,79.0,0.39,0.0,3.47
10022,2024-06-12,6,3,0,78,69.0,0.0,0.2,5.98
10023,2024-06-13,6,4,0,76,78.0,0.22,0.7,4.48
10024,2024-06-14,6,5,0,73,77.0,0.56,0.2,2.48
10025,2024-06-15,6,6,0,76,87.0,0.21,0.3,3.74
10026,2024-06-16,6,7,0,83,71.0,2.48,0.5,8.51
10027,2024-06-17,6,1,0,72,88.0,0.95,1.4,5.55
10028,2024-06-18,6,2,1,83,76.0,0.43,1.8,3.22
10029,2024-06-19,6,3,0,84,83.0,1.76,0.0,6.17
10030,2024-06-20,6,4,0,84,84.0,3.19,2.5,4.3
10031,2024-06-21,6,5,0,80,78.0,2.28,0.4,2.82
10032,2024-06-22,6,6,0,72,72.0,0.15,0.0,7.34
10033,2024-06-23,6,7,0,74,80.0,0.79,0.3,6.48
10034,2024-06-24,6,1,0,75,77.0,0.38,0.1,7.51
10035,2024-06-25,6,2,0,72,80.0,0.12,0.0,7.81
10036,2024-06-26,6,3,0,73,74.0,0.01,0.0,5.57
10037,2024-06-27,6,4,0,80,82.0,0.02,0.1,1.98
10038,2024-06-28,6,5,0,84,73.0,0.09,2.9,1.62
10039,2024-06-29,6,6,0,81,78.0,2.63,0.2,2.12
10040,2024-06-30,6,7,0,77,81.0,0.3,0.6,2.72
10041,2024-07-01,7,1,0,82,84.0,0.45,0.0,2.78
10042,2024-07-02,7,2,0,87,83.0,0.0,0.0,4.02
10043,2024-07-03,7,3,1,83,87.0,1.55,1.7,1.44
10044,2024-07-04,7,4,0,82,94.0,0.71,0.0,0.64
10045,2024-07-05,7,5,0,89,86.0,0.0,0.0,10.08
10046,2024-07-06,7,6,0,82,78.0,0.04,0.0,8.68
10047,2024-07-07,7,7,0,84,89.0,0.0,0.0,5.9
10048,2024-07-08,7,1,0,88,90.0,0.0,0.1,1.95
10049,2024-07-09,7,2,0,86,79.0,0.08,0.0,2.91
10050,2024-07-10,7,3,0,87,92.0,0.0,0.4,9.11
10051,2024-07-11,7,4,0,88,89.0,0.26,0.0,7.24
10052,2024-07-12,7,5,0,87,86.0,0.0,0.0,5.32
10053,2024-07-13,7,6,0,86,88.0,0.0,2.1,9.04
10054,2024-07-14,7,7,0,81,88.0,0.81,0.0,6.52
10055,2024-07-15,7,1,0,92,89.0,0.0,0.0,7.61
10056,2024-07-16,7,2,0,91,82.0,0.0,0.0,9.18
10057,2024-07-17,7,3,0,90,83.0,0.0,0.3,11.37
10058,2024-07-18,7,4,0,84,87.0,0.49,0.0,5.18
10059,2024-07-19,7,5,0,92,90.0,0.0,0.0,8.7
10060,2024-07-20,7,6,0,87,81.0,0.0,0.0,7.7
10061,2024-07-21,7,7,0,88,82.0,0.0,0.0,3.94
10062,2024-07-22,7,1,0,85,89.0,0.0,0.0,8.97
10063,2024-07-23,7,2,0,88,97.0,0.0,0.0,10.82
10064,2024-07-24,7,3,0,89,89.0,0.0,0.0,8.47
10065,2024-07-25,7,4,0,87,82.0,0.0,0.0,8.64
10066,2024-07-26,7,5,0,86,80.0,0.02,0.0,6.61
10067,2024-07-27,7,6,0,89,88.0,0.0,0.0,9.37
10068,2024-07-28,7,7,0,89,81.0,0.0,0.1,10.2
10069,2024-07-29,7,1,0,83,79.0,0.07,3.5,5.68
10070,2024-07-30,7,2,0,76,72.0,1.39,0.1,2.41
10071,2024-07-31,7,3,0,74,82.0,0.2,0.7,6.02
10072,2024-08-01,8,4,0,76,78.0,0.69,1.7,3.68
10073,2024-08-02,8,5,0,80,85.0,1.28,0.4,6.24
10074,2024-08-03,8,6,0,78,74.0,0.09,4.2,4.54
10075,2024-08-04,8,7,0,76,85.0,1.39,0.0,2.41
10076,2024-08-05,8,1,0,78,82.0,0.02,0.1,6.67
10077,2024-08-06,8,2,0,81,72.0,0.06,0.0,5.21
10078,2024-08-07,8,3,0,66,75.0,0.02,0.0,3.27
10079,2024-08-08,8,4,0,71,65.0,0.0,0.2,3.71
10080,2024-08-09,8,5,0,62,63.0,0.19,0.3,4.82
10081,2024-08-10,8,6,0,59,62.0,0.23,0.2,2.97
10082,2024-08-11,8,7,0,65,69.0,0.16,0.0,5.34
10083,2024-08-12,8,1,0,70,76.0,0.01,0.0,5.61
10084,2024-08-13,8,2,0,71,71.0,0.0,1.2,4.22
10085,2024-08-14,8,3,0,72,71.0,2.47,1.0,4.27
10086,2024-08-15,8,4,0,76,74.0,1.17,1.4,2.3
10087,2024-08-16,8,5,0,72,77.0,1.34,0.7,2.01
10088,2024-08-17,8,6,0,78,78.0,0.66,0.0,2.18
10089,2024-08-18,8,7,0,72,69.0,0.0,3.3,3.68
10090,2024-08-19,8,1,0,76,81.0,1.34,2.9,5.11
10091,2024-08-20,8,2,0,74,73.0,1.61,0.0,4.37
10092,2024-08-21,8,3,0,76,74.0,0.14,0.0,5.18
10093,2024-08-22,8,4,0,71,70.0,0.0,0.2,4.45
10094,2024-08-23,8,5,0,69,75.0,0.28,0.0,8.0
10095,2024-08-24,8,6,0,73,72.0,0.01,0.0,4.64
10096,2024-08-25,8,7,0,69,76.0,0.0,0.6,6.5
10097,2024-08-26,8,1,0,73,85.0,0.58,0.3,5.18
10098,2024-08-27,8,2,0,82,88.0,0.49,0.8,5.87
10099,2024-08-28,8,3,0,83,74.0,0.73,1.1,7.27
10100,2024-08-29,8,4,0,81,85.0,2.38,0.9,4.8
10101,2024-08-30,8,5,0,84,55.0,0.9,1.6,6.61
10102,2024-08-31,8,6,0,60,66.0,1.78,1.9,3.47
10103,2024-09-01,9,7,1,62,55.0,1.76,0.1,3.67
10104,2024-09-02,9,1,0,59,58.0,0.52,0.0,6.08
10105,2024-09-03,9,2,0,59,54.0,1.22,1.2,1.97
10106,2024-09-04,9,3,0,55,56.0,0.98,6.5,10.0
10107,2024-09-05,9,4,0,55,64.0,6.05,0.1,3.68
10108,2024-09-06,9,5,0,61,64.0,0.33,0.3,7.58
10109,2024-09-07,9,6,0,63,56.0,0.34,0.8,1.68
10110,2024-09-08,9,7,0,57,62.0,0.79,0.3,6.55
10111,2024-09-09,9,1,0,60,53.0,0.0,0.8,5.5
10112,2024-09-10,9,2,0,57,59.0,0.6,4.8,2.87
10113,2024-09-11,9,3,0,57,63.0,2.11,6.6,5.38
10114,2024-09-12,9,4,0,58,61.0,2.86,1.2,10.87
10115,2024-09-13,9,5,0,57,58.0,1.12,1.7,7.9
10116,2024-09-14,9,6,0,61,60.0,1.59,1.1,5.68
10117,2024-09-15,9,7,0,59,54.0,1.22,0.9,5.95
10118,2024-09-16,9,1,0,56,64.0,0.96,0.0,3.97
10119,2024-09-17,9,2,0,61,60.0,0.17,0.7,6.21
10120,2024-09-18,9,3,0,60,56.0,0.73,0.3,3.08
10121,2024-09-19,9,4,0,58,59.0,0.36,0.4,4.97
10122,2024-09-20,9,5,0,58,60.0,0.64,0.8,1.05
10123,2024-09-21,9,6,0,57,56.0,0.74,0.0,3.84
10124,2024-09-22,9,7,0,60,60.0,0.0,0.0,1.08
10125,2024-09-23,9,1,0,60,62.0,0.0,0.0,0.0
10126,2024-09-24,9,2,0,60,57.0,0.0,0.0,10.95
10127,2024-09-25,9,3,0,58,60.0,4.09,0.0,5.82
10128,2024-09-26,9,4,0,60,59.0,0.79,0.1,10.57
10129,2024-09-27,9,5,0,60,56.0,0.0,0.0,0.0
10130,2024-09-28,9,6,0,59,60.0,1.49,0.2,1.75
10131,2024-09-29,9,7,0,59,41.0,0.18,0.0,2.55
10132,2024-09-30,9,1,0,40,64.0,0.02,0.0,11.75
10133,2024-10-01,10,2,0,60,61.0,0.0,14.7,1.35
10134,2024-10-02,10,3,0,58,73.0,5.79,2.9,6.11
10135,2024-10-03,10,4,0,77,85.0,1.41,0.0,4.68
10136,2024-10-04,10,5,0,84,85.0,0.03,0.3,7.31
10137,2024-10-05,10,6,0,93,80.0,0.35,1.1,3.32
10138,2024-10-06,10,7,0,86,84.0,0.88,0.4,3.97
10139,2024-10-07,10,1,0,77,78.0,0.7,1.5,3.51
10140,2024-10-08,10,2,0,84,75.0,1.59,2.6,4.78
10141,2024-10-09,10,3,0,78,88.0,2.64,1.6,4.18
10142,2024-10-10,10,4,0,81,79.0,1.56,0.1,0.0
10143,2024-10-11,10,5,0,86,82.0,0.0,0.0,3.68
10144,2024-10-12,10,6,0,75,89.0,0.0,0.0,1.77
10145,2024-10-13,10,7,1,84,78.0,0.0,0.0,6.44
10146,2024-10-14,10,1,0,75,59.0,0.0,0.0,7.38
10147,2024-10-15,10,2,0,57,84.0,0.0,0.0,0.0
10148,2024-10-16,10,3,0,84,73.0,0.0,0.0,3.57
10149,2024-10-17,10,4,0,67,73.0,0.0,0.0,6.82
10150,2024-10-18,10,5,0,74,70.0,0.0,0.0,4.0
10151,2024-10-19,10,6,0,72,84.0,0.0,0.0,7.27
10152,2024-10-20,10,7,0,82,89.0,0.0,0.0,2.22
10153,2024-10-21,10,1,0,83,74.0,0.0,0.0,2.48
10154,2024-10-22,10,2,0,77,57.0,0.0,0.0,4.94
10155,2024-10-23,10,3,0,62,72.0,0.0,0.0,6.87
10156,2024-10-24,10,4,0,73,60.0,0.0,0.0,5.67
10157,2024-10-25,10,5,0,64,87.0,0.0,0.0,10.7
10158,2024-10-26,10,6,0,79,64.0,0.0,0.0,7.54
10159,2024-10-27,10,7,0,66,60.0,0.0,0.0,2.48
10160,2024-10-28,10,1,0,62,73.0,0.0,0.0,4.58
10161,2024-10-29,10,2,0,78,60.0,0.0,0.1,6.48
10162,2024-10-30,10,3,0,64,74.0,0.07,0.5,2.3
10163,2024-10-31,10,4,0,71,71.0,0.39,0.3,4.1
10164,2024-11-01,11,5,0,65,81.0,0.26,0.0,2.55
10165,2024-11-02,11,6,0,74,82.0,0.03,0.1,5.14
10166,2024-11-03,11,7,0,77,84.0,0.09,0.2,4.1
10167,2024-11-04,11,1,0,78,75.0,0.2,0.0,3.87
10168,2024-11-05,11,2,0,82,83.0,2.58,0.5,5.67
10169,2024-11-06,11,3,0,80,84.0,2.07,0.1,4.94
10170,2024-11-07,11,4,0,83,85.0,0.05,0.0,7.2
10171,2024-11-08,11,5,0,83,82.0,0.05,0.0,7.2
10172,2024-11-09,11,6,0,83,84.0,0.92,0.9,4.22
10173,2024-11-10,11,7,1,82,80.0,1.02,0.6,6.3
10174,2024-11-11,11,1,0,82,91.0,0.67,0.7,4.5
10175,2024-11-12,11,2,0,83,82.0,0.71,0.2,6.25
10176,2024-11-13,11,3,0,85,83.0,0.29,2.1,8.87
10177,2024-11-14,11,4,0,82,80.0,1.93,3.0,5.44
10178,2024-11-15,11,5,0,82,86.0,2.72,4.6,4.14
10179,2024-11-16,11,6,0,81,85.0,5.04,2.1,5.74
10180,2024-11-17,11,7,0,83,81.0,2.36,2.5,4.92
10181,2024-11-18,11,1,0,82,84.0,2.47,4.6,3.61
10182,2024-11-19,11,2,0,82,83.0,4.7,1.8,5.08
10183,2024-11-20,11,3,0,84,89.0,0.56,0.3,5.85
10184,2024-11-21,11,4,0,82,91.0,1.9,0.0,4.32
10185,2024-11-22,11,5,0,83,79.0,0.21,0.5,2.97
10186,2024-11-23,11,6,0,82,83.0,0.44,0.1,7.9
10187,2024-11-24,11,7,0,84,89.0,0.11,0.2,4.44
10188,2024-11-25,11,1,0,82,84.0,0.24,0.3,5.34
10189,2024-11-26,11,2,0,85,84.0,0.34,5.1,7.28
10190,2024-11-27,11,3,1,78,83.0,2.63,0.2,2.9
10191,2024-11-28,11,4,0,81,79.0,0.0,0.0,12.45
10192,2024-11-29,11,5,0,81,79.0,0.03,0.0,15.74
10193,2024-11-30,11,6,0,82,81.0,0.01,0.2,13.54
10194,2024-12-01,12,7,0,80,72.0,0.14,0.0,13.71
10195,2024-12-02,12,1,0,73,74.0,0.0,0.2,4.1
10196,2024-12-03,12,2,0,73,71.0,0.24,0.0,1.5
10197,2024-12-04,12,3,0,67,84.0,0.0,2.5,7.18
10198,2024-12-05,12,4,0,78,80.0,0.96,2.4,5.42
10199,2024-12-06,12,5,0,76,71.0,3.28,1.8,4.52
10200,2024-12-07,12,6,0,78,77.0,1.98,0.0,3.41
10201,2024-12-08,12,7,0,78,83.0,0.06,0.7,5.12
10202,2024-12-09,12,1,0,76,86.0,0.63,6.7,4.65
10203,2024-12-10,12,2,0,79,77.0,5.59,1.9,3.61
10204,2024-12-11,12,3,0,80,83.0,2.01,1.0,3.65
10205,2024-12-12,12,4,0,78,80.0,0.39,0.0,5.8
10206,2024-12-13,12,5,0,79,84.0,2.65,4.2,6.51
10207,2024-12-14,12,6,0,77,82.0,2.18,5.3,4.6
10208,2024-12-15,12,7,0,75,80.0,5.07,2.1,4.28
10209,2024-12-16,12,1,0,78,71.0,1.98,1.6,4.7
10210,2024-12-17,12,2,0,74,70.0,1.56,1.7,5.51
10211,2024-12-18,12,3,0,76,80.0,1.58,1.6,7.27
10212,2024-12-19,12,4,0,74,75.0,1.55,0.3,4.65
10213,2024-12-20,12,5,0,79,78.0,0.17,0.0,7.91
10214,2024-12-21,12,6,0,79,76.0,0.0,0.3,7.8
10215,2024-12-22,12,7,0,75,73.0,0.54,4.8,8.15
10216,2024-12-23,12,1,0,80,72.0,2.07,1.4,6.07
10217,2024-12-24,12,2,1,79,73.0,0.45,1.6,5.01
10218,2024-12-25,12,3,0,81,79.0,1.03,0.2,8.18
10219,2024-12-26,12,4,0,81,75.0,0.1,0.7,5.18
10220,2024-12-27,12,5,0,80,85.0,0.57,0.3,0.75
10221,2024-12-28,12,6,0,81,76.0,0.2,0.8,6.27
10222,2024-12-29,12,7,0,82,81.0,0.7,0.6,6.61
10223,2024-12-30,12,1,0,81,76.0,0.51,52.1,3.05
10224,2024-12-31,12,2,1,80,80.0,20.89,0.0,6.21
10225,2025-01-01,1,3,0,83,81.0,9.05,4.9,3.74
10226,2025-01-02,1,4,0,83,86.0,4.61,0.8,7.77
10227,2025-01-03,1,5,0,85,75.0,0.37,6.0,2.42
10228,2025-01-04,1,6,0,80,72.0,3.63,0.0,3.37
10229,2025-01-05,1,7,0,70,69.0,0.44,0.0,4.7
10230,2025-01-06,1,1,0,64,67.0,2.28,0.7,4.15
10231,2025-01-07,1,2,0,72,84.0,0.64,0.6,4.3
10232,2025-01-08,1,3,0,83,78.0,0.52,0.0,4.58
10233,2025-01-09,1,4,0,82,77.0,0.02,0.9,6.22
10234,2025-01-10,1,5,0,79,84.0,0.76,0.6,7.9
10235,2025-01-11,1,6,0,78,82.0,0.83,1.4,9.11
10236,2025-01-12,1,7,0,76,66.0,1.5,1.0,7.3
10237,2025-01-13,1,1,0,72,75.0,0.59,3.5,2.72
10238,2025-01-14,1,2,0,80,81.0,1.31,0.3,5.9
10239,2025-01-15,1,3,0,79,69.0,0.72,3.2,4.6
10240,2025-01-16,1,4,0,76,66.0,3.27,0.8,4.17
10241,2025-01-17,1,5,0,72,82.0,0.88,2.1,3.8
10242,2025-01-18,1,6,0,77,67.0,1.96,0.8,4.08
10243,2025-01-19,1,7,1,66,78.0,0.79,0.9,0.0
10244,2025-01-20,1,1,0,74,64.0,0.96,0.7,3.28
10245,2025-01-21,1,2,0,70,73.0,0.42,0.3,3.28
10246,2025-01-22,1,3,0,67,65.0,0.4,0.2,7.2
10247,2025-01-23,1,4,0,64,68.0,0.29,4.6,3.97
10248,2025-01-24,1,5,0,75,73.0,2.97,1.6,5.48
10249,2025-01-25,1,6,0,72,70.0,1.44,3.2,5.64
10250,2025-01-26,1,7,0,72,87.0,3.15,1.9,4.27
10251,2025-01-27,1,1,0,82,82.0,1.83,0.1,5.07
10252,2025-01-28,1,2,0,83,73.0,0.24,6.0,5.18
10253,2025-01-29,1,3,0,81,77.0,7.09,0.0,5.1
10254,2025-01-30,1,4,0,82,84.0,3.11,2.9,4.28
10255,2025-01-31,1,5,0,82,82.0,2.73,3.3,6.07
10256,2025-02-01,2,6,0,84,85.0,3.27,0.7,5.42
10257,2025-02-02,2,7,0,83,86.0,0.81,2.4,6.58
10258,2025-02-03,2,1,0,79,80.0,2.29,1.5,2.87
10259,2025-02-04,2,2,0,79,83.0,1.45,0.9,5.5
10260,2025-02-05,2,3,0,80,84.0,0.3,2.5,6.64
10261,2025-02-06,2,4,0,77,85.0,3.24,1.2,5.77
10262,2025-02-07,2,5,0,81,84.0,0.83,0.6,6.47
10263,2025-02-08,2,6,0,79,79.0,0.64,1.1,5.0
10264,2025-02-09,2,7,0,82,70.0,1.09,0.0,5.47
10265,2025-02-10,2,1,0,71,64.0,0.01,0.0,3.22
10266,2025-02-11,2,2,0,58,67.0,0.02,0.0,2.38
10267,2025-02-12,2,3,0,63,60.0,0.9,0.2,6.52
10268,2025-02-13,2,4,0,62,69.0,0.0,0.3,1.81
10269,2025-02-14,2,5,0,69,69.0,0.25,0.9,7.91
10270,2025-02-15,2,6,0,66,70.0,0.8,1.1,4.75
10271,2025-02-16,2,7,1,68,73.0,0.86,0.3,6.71
10272,2025-02-17,2,1,0,67,63.0,0.16,2.2,3.61
10273,2025-02-18,2,2,0,63,76.0,0.92,0.0,4.51
10274,2025-02-19,2,3,0,73,59.0,0.0,0.1,5.82
10275,2025-02-20,2,4,0,65,76.0,0.11,0.0,1.47
10276,2025-02-21,2,5,0,76,77.0,0.05,0.1,6.72
10277,2025-02-22,2,6,0,78,75.0,1.04,0.6,6.75
10278,2025-02-23,2,7,0,74,75.0,0.92,0.7,7.64
10279,2025-02-24,2,1,0,75,77.0,0.76,1.2,5.58
10280,2025-02-25,2,2,0,78,70.0,1.36,1.0,6.88
10281,2025-02-26,2,3,0,74,76.0,1.06,1.5,4.74
10282,2025-02-27,2,4,0,73,76.0,1.6,0.1,7.85
10283,2025-02-28,2,5,0,75,65.0,0.09,0.0,9.45
10284,2025-03-01,3,6,0,65,69.0,0.0,0.0,7.01
10285,2025-03-02,3,7,0,67,96.0,0.0,0.0,2.24
10286,2025-03-03,3,1,0,93,84.0,0.0,0.0,5.84
10287,2025-03-04,3,2,0,84,73.0,0.0,0.0,6.58
10288,2025-03-05,3,3,0,75,69.0,0.0,0.0,4.01
10289,2025-03-06,3,4,0,70,81.0,0.0,0.4,3.58
10290,2025-03-07,3,5,0,77,54.0,0.55,1.7,3.12
10291,2025-03-08,3,6,0,54,87.0,3.79,0.0,34.44
10292,2025-03-09,3,7,0,84,85.0,0.01,0.5,7.9
10293,2025-03-10,3,1,0,84,81.0,0.39,0.0,7.87
10294,2025-03-11,3,2,0,77,74.0,0.03,0.7,5.45
10295,2025-03-12,3,3,0,73,76.0,0.6,0.3,6.25
10296,2025-03-13,3,4,0,81,78.0,1.08,4.6,5.12
10297,2025-03-14,3,5,0,78,73.0,1.6,3.0,4.11
10298,2025-03-15,3,6,0,74,71.0,2.74,0.1,5.88
10299,2025-03-16,3,7,0,79,75.0,0.48,1.1,9.35
10300,2025-03-17,3,1,0,76,85.0,0.81,0.4,3.73
10301,2025-03-18,3,2,0,81,82.0,0.17,1.0,7.62
10302,2025-03-19,3,3,0,86,85.0,0.7,0.6,6.85
10303,2025-03-20,3,4,0,80,84.0,0.55,0.0,6.41
10304,2025-03-21,3,5,0,77,77.0,2.19,3.1,4.07
10305,2025-03-22,3,6,0,77,88.0,2.25,0.4,3.71
10306,2025-03-23,3,7,0,85,90.0,0.09,0.2,6.82
10307,2025-03-24,3,1,0,83,85.0,0.22,0.6,6.15
10308,2025-03-25,3,2,0,80,85.0,0.44,0.4,5.62
10309,2025-03-26,3,3,0,79,87.0,0.41,0.5,2.55
10310,2025-03-27,3,4,0,84,84.0,0.54,0.1,5.42
10311,2025-03-28,3,5,0,83,75.0,0.06,0.0,5.3
10312,2025-03-29,3,6,0,71,73.0,1.59,0.3,7.38
10313,2025-03-30,3,7,0,68,68.0,0.28,0.8,8.62
10314,2025-03-31,3,1,0,72,65.0,0.69,0.7,5.15
10315,2025-04-01,4,2,0,70,67.0,0.91,0.5,6.27
10316,2025-04-02,4,3,0,71,78.0,0.15,0.8,6.27
10317,2025-04-03,4,4,0,79,86.0,1.45,0.7,6.32
