,Date,MOY,DOW,HolidayTomorrow,Temp,Temp_NextForecast,Precipitation,Prec_NextForecast,Wind,picnic,new_hat,hat,is_sick,WeekendTomorrow,naive_prediction
7192,2016-09-12,9,1,0,83,71,1.19,1.4,6.88,1,0,1,0,0,1
7193,2016-09-13,9,2,0,67,73,0.59,0.1,5.68,0,0,1,0,0,0
7194,2016-09-14,9,3,0,79,82,0.07,0,2.24,0,0,0,0,0,0
7195,2016-09-15,9,4,0,83,88,0.04,0.2,5.22,0,0,0,0,0,0
7196,2016-09-16,9,5,0,82,81,0.19,0.2,3.12,0,0,0,0,0,0
7197,2016-09-17,9,6,0,78,63,0.24,0.5,3.24,0,0,0,0,1,0
7198,2016-09-18,9,7,0,62,68,0.78,1.2,10.98,0,0,0,0,1,0
7199,2016-09-19,9,1,0,64,61,0.86,0.6,9.82,0,0,0,0,0,1
7200,2016-09-20,9,2,0,66,60,0.27,0,11.94,0,0,1,0,0,0
7201,2016-09-21,9,3,0,63,66,0,0.3,7.96,0,0,0,0,0,1
7202,2016-09-22,9,4,0,65,77,0.38,1.2,9.08,0,0,0,0,0,1
7203,2016-09-23,9,5,0,74,78,0.91,1.1,2.72,0,0,1,0,0,1
7204,2016-09-24,9,6,0,78,75,0.93,1.2,1.78,0,0,1,0,1,0
7205,2016-09-25,9,7,0,75,71,1.15,1.7,2.98,0,0,0,0,1,0
7206,2016-09-26,9,1,0,72,76,1.58,3,1.66,1,0,1,0,0,1
7207,2016-09-27,9,2,0,76,75,3.11,0.3,2.66,0,0,1,0,0,1
7208,2016-09-28,9,3,0,80,84,0.25,0,2.46,0,0,0,0,0,0
7209,2016-09-29,9,4,0,78,75,1.51,0,2.5,0,0,1,0,0,0
7210,2016-09-30,9,5,0,77,73,2.56,2.3,1.12,0,0,1,0,0,1
7211,2016-10-01,10,6,0,72,73,2.32,0.1,5.46,0,0,1,0,1,0
7212,2016-10-02,10,7,0,68,70,0.15,0.5,6.64,0,0,0,0,1,0
7213,2016-10-03,10,1,0,76,75,2.05,4.2,5.44,0,0,0,0,0,1
7214,2016-10-04,10,2,0,76,78,2.26,4.3,2.32,0,0,1,0,0,1
7215,2016-10-05,10,3,0,76,80,4.41,2.6,4.86,0,0,1,0,0,1
7216,2016-10-06,10,4,0,78,80,2.54,3.1,4.32,0,0,1,0,0,1
7217,2016-10-07,10,5,0,73,74,2.89,0.7,5.44,0,0,1,0,0,1
7218,2016-10-08,10,6,0,77,84,0.67,3,4.68,0,0,0,0,1,0
7219,2016-10-09,10,7,1,79,66,2.78,0.4,4.78,1,1,1,0,1,0
7220,2016-10-10,10,1,0,68,69,0.33,0,5.22,1,0,1,0,0,0
7221,2016-10-11,10,2,0,76,70,2.09,1.6,6.74,0,0,1,0,0,1
7222,2016-10-12,10,3,0,77,77,2.5,2.2,6.88,0,0,1,0,0,1
7223,2016-10-13,10,4,0,77,82,2.36,0.5,5.42,0,0,1,0,0,1
7224,2016-10-14,10,5,0,78,83,0.12,0.5,3.64,0,0,0,0,0,1
7225,2016-10-15,10,6,0,76,76,1.26,2.2,5.92,0,0,1,0,1,0
7226,2016-10-16,10,7,0,76,84,6.39,4.6,8.92,0,0,0,0,1,0
7227,2016-10-17,10,1,0,77,75,5,0.7,4.2,0,0,0,0,0,1
7228,2016-10-18,10,2,0,69,70,0.61,0.1,7.42,0,0,1,0,0,0
7229,2016-10-19,10,3,0,74,71,0.11,2.1,7.6,0,0,0,0,0,1
7230,2016-10-20,10,4,0,72,73,1.9,1,4.98,0,0,1,0,0,1
7231,2016-10-21,10,5,0,76,84,2.35,2,4.42,0,0,1,0,0,1
7232,2016-10-22,10,6,0,77,75,2.04,1.1,4.16,0,0,1,0,1,0
7233,2016-10-23,10,7,0,76,80,1.11,2.3,4.94,0,0,0,0,1,0
7234,2016-10-24,10,1,0,73,81,2.25,0,7.02,0,0,0,0,0,0
7235,2016-10-25,10,2,0,74,79,0,0.7,1.8,0,0,0,0,0,1
7236,2016-10-26,10,3,0,75,65,0.6,1.3,2.5,0,0,0,0,0,1
7237,2016-10-27,10,4,0,70,68,1.45,1.9,4.8,0,0,1,0,0,1
7238,2016-10-28,10,5,0,74,77,1.03,2.3,2.46,0,0,1,0,0,1
7239,2016-10-29,10,6,0,75,73,2.11,3.9,6.68,0,0,1,0,1,0
7240,2016-10-30,10,7,0,75,75,4.19,0.9,5.26,0,0,0,0,1,0
7241,2016-10-31,10,1,0,75,68,0.6,2.2,2.5,0,0,0,0,0,1
7242,2016-11-01,11,2,0,72,81,1.24,1.5,7.2,0,0,1,0,0,1
7243,2016-11-02,11,3,0,76,69,0.48,0,5.84,0,0,1,0,0,0
7244,2016-11-03,11,4,0,65,80,0,0,4.5,0,0,0,0,0,0
7245,2016-11-04,11,5,0,74,64,0,0.1,4.32,0,0,0,0,0,0
7246,2016-11-05,11,6,0,67,64,0.05,0.6,4.8,0,0,0,0,1,0
7247,2016-11-06,11,7,0,63,66,0.6,0.1,3.74,0,1,0,0,1,0
7248,2016-11-07,11,1,0,71,70,0.05,0,7.72,0,0,0,0,0,0
7249,2016-11-08,11,2,0,70,68,0,0,6.42,0,0,0,0,0,0
7250,2016-11-09,11,3,0,74,72,0,5,3.8,0,0,0,0,0,1
7251,2016-11-10,11,4,1,71,70,1.88,3.2,3.84,0,0,1,0,0,1
7252,2016-11-11,11,5,0,75,77,1.55,0.7,2.62,0,0,0,0,0,1
7253,2016-11-12,11,6,0,70,76,0.71,1.3,1.96,0,0,1,0,1,0
7254,2016-11-13,11,7,0,75,67,1.4,1.1,2.6,0,0,0,0,1,0
7255,2016-11-14,11,1,0,65,76,1.12,0.8,7.02,0,0,0,0,0,1
7256,2016-11-15,11,2,0,69,66,0.76,1.2,5.98,0,0,1,0,0,1
7257,2016-11-16,11,3,0,67,62,1.1,0.1,4.28,0,0,1,0,0,0
7258,2016-11-17,11,4,0,68,64,0.37,0,6.6,0,0,1,0,0,0
7259,2016-11-18,11,5,0,59,64,0,0.1,4.46,0,0,0,0,0,0
7260,2016-11-19,11,6,0,61,63,0.1,0,4.6,0,0,0,0,1,0
7261,2016-11-20,11,7,0,63,63,0,0,2.9,0,0,0,0,1,0
7262,2016-11-21,11,1,0,59,58,0,0,6.74,0,0,0,0,0,0
7263,2016-11-22,11,2,0,62,76,0,0,3.42,0,0,0,0,0,0
7264,2016-11-23,11,3,1,79,77,0.01,0,2.77,0,0,0,0,0,0
7265,2016-11-24,11,4,0,77,82,0.03,0.3,2.95,0,0,0,0,0,1
7266,2016-11-25,11,5,0,81,81,0.22,0.4,3.72,0,0,0,0,0,1
7267,2016-11-26,11,6,0,81,50,0.36,0,2.52,0,0,0,0,1,0
7268,2016-11-27,11,7,0,55,58,1.1,0.4,4.51,0,0,0,0,1,0
7269,2016-11-28,11,1,0,57,52,1.4,0,5.1,0,0,0,0,0,1
7270,2016-11-29,11,2,0,54,55,0.35,0,7.04,0,0,1,0,0,1
7271,2016-11-30,11,3,0,53,51,0,1.7,4.14,0,0,0,0,0,1
7272,2016-12-01,12,4,0,49,47,0.8,3.4,10.71,0,0,0,0,0,1
7273,2016-12-02,12,5,0,51,51,1.45,1.7,1.92,0,1,1,0,0,1
7274,2016-12-03,12,6,0,55,54,1.77,1.6,4.47,0,0,1,0,1,0
7275,2016-12-04,12,7,0,56,55,1.58,0,1.85,0,0,0,0,1,0
7276,2016-12-05,12,1,0,53,60,0.01,0,7.32,0,0,0,0,0,1
7277,2016-12-06,12,2,0,60,50,0,0.8,2.58,0,0,0,0,0,1
7278,2016-12-07,12,3,0,51,49,0.67,0,2.94,0,0,1,0,0,0
7279,2016-12-08,12,4,0,52,57,1.25,0.9,6.42,0,0,1,0,0,1
7280,2016-12-09,12,5,0,55,48,0.51,0.4,5.62,0,0,1,0,0,1
7281,2016-12-10,12,6,0,51,61,0.67,2.5,6.34,0,0,1,0,1,0
7282,2016-12-11,12,7,0,56,57,1.54,0.8,6.7,0,0,0,0,1,0
7283,2016-12-12,12,1,0,53,47,0.89,0.4,7.01,0,0,0,0,0,1
7284,2016-12-13,12,2,0,52,50,0.47,0,4.17,0,0,1,0,0,0
7285,2016-12-14,12,3,0,46,58,0,0.2,10.92,0,0,1,0,0,1
7286,2016-12-15,12,4,0,56,47,0.34,0,3.5,0,0,1,0,0,0
7287,2016-12-16,12,5,0,47,58,0.02,0.5,9.35,0,0,1,0,0,1
7288,2016-12-17,12,6,0,54,54,0.48,0,2.24,0,0,0,0,1,0
7289,2016-12-18,12,7,0,54,65,1,0.2,1.97,0,1,0,0,1,0
7290,2016-12-19,12,1,0,60,61,0,0,2.87,0,0,0,0,0,0
7291,2016-12-20,12,2,0,60,58,0,0,0,0,0,0,0,0,1
7292,2016-12-21,12,3,0,60,51,0,0.6,10.45,0,0,0,0,0,1
7293,2016-12-22,12,4,0,54,53,0.52,0,4.12,0,0,1,0,0,1
7294,2016-12-23,12,5,0,59,45,0.01,0.6,10.92,0,0,0,0,0,1
7295,2016-12-24,12,6,0,46,57,0.69,0.3,6.38,0,0,1,0,1,0
7296,2016-12-25,12,7,1,54,53,0.32,0.3,2.51,0,0,0,0,1,0
7297,2016-12-26,12,1,0,53,36,0.26,0.2,1.98,0,0,0,0,0,0
7298,2016-12-27,12,2,0,37,58,0.3,0.5,10.35,0,0,1,0,0,1
7299,2016-12-28,12,3,0,60,88,0.79,0.4,0,0,0,1,0,0,1
7300,2016-12-29,12,4,0,81,80,0.27,0,3.35,0,0,1,0,0,0
7301,2016-12-30,12,5,0,81,97,0,0,10.65,0,0,0,0,0,0
7302,2016-12-31,12,6,0,93,91,0,0.2,3.57,0,0,0,0,1,0
7303,2017-01-01,1,7,1,88,78,0.2,0,3.6,0,0,0,0,1,0
7304,2017-01-02,1,1,0,77,87,0,1.7,7.64,0,1,0,0,0,1
7305,2017-01-03,1,2,0,79,73,1.13,0,3.08,0,0,1,0,0,0
7306,2017-01-04,1,3,0,74,72,0.2,0.2,3.57,0,0,0,0,0,0
7307,2017-01-05,1,4,0,78,86,0.3,0,0,0,0,1,0,0,0
7308,2017-01-06,1,5,0,81,77,0,0.6,6.01,0,0,0,0,0,1
7309,2017-01-07,1,6,0,75,84,0.5,0,5.7,0,0,1,0,1,0
7310,2017-01-08,1,7,0,85,63,0,0,7.62,0,0,0,0,1,0
7311,2017-01-09,1,1,0,69,53,0,0,9.37,0,0,0,0,0,0
7312,2017-01-10,1,2,0,57,87,0,0.1,0,0,0,0,0,0,0
7313,2017-01-11,1,3,0,79,68,0.06,0,8.67,0,0,0,0,0,0
7314,2017-01-12,1,4,0,65,67,0,0,8.28,0,0,0,0,0,0
7315,2017-01-13,1,5,0,66,64,0.01,0,3.71,0,0,0,0,0,0
7316,2017-01-14,1,6,0,64,80,0,0,5.97,0,0,0,0,1,0
7317,2017-01-15,1,7,1,79,83,0,0,7.44,0,0,0,0,1,0
7318,2017-01-16,1,1,0,80,66,0,0,5.78,0,0,0,0,0,0
7319,2017-01-17,1,2,0,71,61,0,0,7.47,0,0,0,0,0,0
7320,2017-01-18,1,3,0,62,61,0.03,0,8.73,0,0,0,0,0,0
7321,2017-01-19,1,4,0,66,66,0,0,6.51,0,0,0,0,0,0
7322,2017-01-20,1,5,0,63,69,0,0,12.67,0,0,0,0,0,0
7323,2017-01-21,1,6,0,71,57,0,0,13.01,0,0,0,0,1,0
7324,2017-01-22,1,7,0,62,62,0.01,0,3.47,0,0,0,0,1,0
7325,2017-01-23,1,1,0,62,71,0,0,6.87,0,0,0,0,0,0
7326,2017-01-24,1,2,0,73,57,0,0,8.25,0,0,0,0,0,0
7327,2017-01-25,1,3,0,63,64,0,0.2,2.41,0,0,0,0,0,0
7328,2017-01-26,1,4,0,70,69,0.25,0.1,4.14,0,0,0,0,0,0
7329,2017-01-27,1,5,0,65,64,0.1,0,2.72,0,0,0,0,0,0
7330,2017-01-28,1,6,0,70,79,0.82,0.1,4.07,0,0,1,0,1,0
7331,2017-01-29,1,7,0,77,79,0.01,0,3.85,0,0,0,0,1,0
7332,2017-01-30,1,1,0,75,63,0.03,0.1,2.17,0,0,0,0,0,0
7333,2017-01-31,1,2,0,68,61,0.1,0.3,9.11,0,0,0,0,0,1
7334,2017-02-01,2,3,0,65,74,0.51,0.5,8.54,0,0,0,0,0,1
7335,2017-02-02,2,4,0,70,68,0.49,0.7,9.62,0,0,1,0,0,1
7336,2017-02-03,2,5,0,70,86,0.49,2.4,9.62,0,0,0,0,0,1
7337,2017-02-04,2,6,0,81,87,2.12,0,3.58,0,0,1,0,1,0
7338,2017-02-05,2,7,0,83,79,2.87,7.3,6.48,0,0,0,0,1,0
7339,2017-02-06,2,1,0,81,86,6.72,2.1,3.11,0,0,0,0,0,1
7340,2017-02-07,2,2,0,79,84,2.05,0.9,3.51,0,0,1,0,0,1
7341,2017-02-08,2,3,0,82,80,0.6,4.2,8.28,0,1,1,0,0,1
7342,2017-02-09,2,4,0,83,79,3.25,2,5.65,0,0,1,0,0,1
7343,2017-02-10,2,5,0,81,83,2.39,0.7,5.11,0,0,1,0,0,1
7344,2017-02-11,2,6,0,83,84,0.33,11,3.94,0,0,1,0,1,0
7345,2017-02-12,2,7,0,83,74,4.11,7.2,2.3,0,0,0,0,1,0
7346,2017-02-13,2,1,0,81,79,7.9,0.9,4.64,0,0,0,0,0,1
7347,2017-02-14,2,2,0,82,81,0.98,2.7,5.7,0,0,1,0,0,1
7348,2017-02-15,2,3,0,82,81,2.57,2,6.81,0,0,1,0,0,1
7349,2017-02-16,2,4,0,79,84,2.05,0.3,2.45,0,0,1,0,0,1
7350,2017-02-17,2,5,0,78,85,0.12,0,2.31,0,0,0,0,0,0
7351,2017-02-18,2,6,0,80,83,1.05,0.7,5.52,0,0,1,0,1,0
7352,2017-02-19,2,7,1,77,79,0.41,0.3,3.48,0,0,0,0,1,0
7353,2017-02-20,2,1,0,79,88,0.49,7.2,3.68,0,0,0,0,0,1
7354,2017-02-21,2,2,0,80,74,2.59,2.5,5.21,0,0,1,0,0,1
7355,2017-02-22,2,3,0,76,71,2.69,0,3.41,0,0,1,0,0,0
7356,2017-02-23,2,4,0,78,84,0.06,0.1,10.02,0,0,0,0,0,0
7357,2017-02-24,2,5,0,79,74,0.13,0,13.01,0,0,0,0,0,0
7358,2017-02-25,2,6,0,77,79,0.01,0.2,11.55,0,0,0,0,1,0
7359,2017-02-26,2,7,0,76,78,0.22,0,14.78,0,0,0,0,1,0
7360,2017-02-27,2,1,0,73,70,0,0.1,5.21,0,0,0,0,0,0
7361,2017-02-28,2,2,0,70,61,0.11,0,2.4,0,0,0,0,0,0
7362,2017-03-01,3,3,0,67,67,0.01,0.2,5.37,0,0,0,0,0,0
7363,2017-03-02,3,4,0,68,77,0.31,0.4,7.9,0,0,0,0,0,1
7364,2017-03-03,3,5,0,73,68,0.33,0,6.64,0,0,0,0,0,0
7365,2017-03-04,3,6,0,75,74,0,0.1,6.84,0,0,0,0,1,0
7366,2017-03-05,3,7,0,75,66,0.07,0.3,7.18,0,0,0,0,1,0
7367,2017-03-06,3,1,0,68,71,0.53,0,6.38,0,0,0,0,0,0
7368,2017-03-07,3,2,0,76,74,0,0,6.71,0,0,0,0,0,0
7369,2017-03-08,3,3,0,73,63,0,0.5,4.42,0,0,0,0,0,1
7370,2017-03-09,3,4,0,69,70,0.63,0,7.24,0,0,1,0,0,0
7371,2017-03-10,3,5,0,73,69,0,0,7.74,0,0,0,0,0,0
7372,2017-03-11,3,6,0,66,70,0.01,0.7,6.91,0,0,0,0,1,0
7373,2017-03-12,3,7,0,72,80,0.6,0.3,8.05,0,0,0,0,1,0
7374,2017-03-13,3,1,0,77,74,0.28,0.8,9.01,0,0,0,0,0,1
7375,2017-03-14,3,2,0,68,77,0.99,0.1,7.17,0,1,1,0,0,0
7376,2017-03-15,3,3,0,77,70,0.01,1.7,9.74,0,0,0,0,0,1
7377,2017-03-16,3,4,0,71,86,2.06,0,8.38,0,0,1,0,0,0
7378,2017-03-17,3,5,0,78,69,0,0.1,10.75,0,0,0,0,0,0
7379,2017-03-18,3,6,0,76,73,0.09,0.3,12.7,0,0,0,0,1,0
7380,2017-03-19,3,7,0,75,82,0.43,0,9.42,0,0,0,0,1,0
7381,2017-03-20,3,1,0,80,73,0,0,8.62,0,0,0,0,0,0
7382,2017-03-21,3,2,0,78,85,0,0,6.45,0,0,0,0,0,0
7383,2017-03-22,3,3,0,80,75,0,0.5,11.04,0,0,0,0,0,1
7384,2017-03-23,3,4,0,70,69,0.62,0,5.8,0,0,1,0,0,0
7385,2017-03-24,3,5,0,71,72,0.03,0.1,1.04,0,0,0,0,0,0
7386,2017-03-25,3,6,0,71,70,0.07,0.7,4.85,0,0,0,0,1,0
7387,2017-03-26,3,7,0,75,72,0.62,0,5.5,0,0,0,0,1,0
7388,2017-03-27,3,1,0,74,86,0.04,3.4,3.47,0,0,0,0,0,1
7389,2017-03-28,3,2,0,81,79,2.73,3.6,2.22,0,0,1,0,0,1
7390,2017-03-29,3,3,0,81,81,2.46,0.9,3.62,0,0,1,0,0,1
7391,2017-03-30,3,4,0,84,86,0.93,0,4.34,0,0,1,0,0,0
7392,2017-03-31,3,5,0,81,75,0.01,4.9,3.35,0,0,0,0,0,1
7393,2017-04-01,4,6,0,82,61,2.84,0.4,2.34,0,0,1,0,1,0
7394,2017-04-02,4,7,0,62,54,1.44,1.9,7.21,1,0,1,0,1,0
7395,2017-04-03,4,1,0,57,63,1.83,0.8,6.57,1,0,1,0,0,1
7396,2017-04-04,4,2,0,61,64,0.22,0,7.64,0,0,0,0,0,0
7397,2017-04-05,4,3,0,71,78,0.04,0,8.97,0,0,0,0,0,0
7398,2017-04-06,4,4,0,72,61,0,0.1,7.9,0,0,0,0,0,0
7399,2017-04-07,4,5,0,67,60,0.17,0,11.08,0,0,0,0,0,0
7400,2017-04-08,4,6,0,60,63,0,0.1,11.31,0,0,0,0,1,0
7401,2017-04-09,4,7,0,61,56,0.19,0.3,11.34,0,0,0,0,1,0
7402,2017-04-10,4,1,0,60,68,0.24,0,7.28,0,0,0,0,0,0
7403,2017-04-11,4,2,0,67,69,0,0,8.58,0,0,0,0,0,0
7404,2017-04-12,4,3,0,67,72,0,0,9.47,0,0,0,0,0,1
7405,2017-04-13,4,4,0,66,53,0.02,0.7,7.62,0,0,0,0,0,1
7406,2017-04-14,4,5,0,58,68,0.54,0,8.68,0,0,1,0,0,1
7407,2017-04-15,4,6,0,65,52,0.01,0.3,8.17,0,0,0,0,1,0
7408,2017-04-16,4,7,0,55,66,0.25,0,0,0,0,0,0,1,0
7409,2017-04-17,4,1,0,63,56,0.04,0.3,6.52,1,0,0,0,0,1
7410,2017-04-18,4,2,0,54,56,0.22,0.4,9.75,0,0,0,0,0,1
7411,2017-04-19,4,3,0,60,53,0.5,0.7,8.35,0,0,0,0,0,1
7412,2017-04-20,4,4,0,57,74,0.78,1.1,5.71,0,0,1,0,0,1
7413,2017-04-21,4,5,0,71,75,1.56,2,8.88,0,0,1,0,0,1
7414,2017-04-22,4,6,0,69,60,2.01,0.9,9.7,0,1,1,0,1,0
7415,2017-04-23,4,7,0,67,76,0.85,0,6.52,0,0,0,0,1,0
7416,2017-04-24,4,1,0,79,81,0,1,3.38,0,0,0,0,0,1
7417,2017-04-25,4,2,0,79,85,0.77,0,3.02,0,0,1,0,0,0
7418,2017-04-26,4,3,0,82,84,0,7.2,2.85,0,0,0,0,0,1
7419,2017-04-27,4,4,0,80,81,2.51,2,2.1,0,0,1,0,0,1
7420,2017-04-28,4,5,0,80,74,0.9,0,3.01,0,0,1,0,0,0
7421,2017-04-29,4,6,0,81,72,0.2,0,2.8,0,0,0,1,1,0
7422,2017-04-30,4,7,0,78,77,0.05,0,2.65,0,0,0,1,1,0
7423,2017-05-01,5,1,0,74,79,0,0,3.41,0,0,0,1,0,0
7424,2017-05-02,5,2,0,75,70,0,0.2,7.05,0,0,0,1,0,0
7425,2017-05-03,5,3,0,77,73,0.16,0,9.05,0,0,0,1,0,0
7426,2017-05-04,5,4,0,73,68,0,0.5,6.12,0,0,0,1,0,0
7427,2017-05-05,5,5,0,75,84,0.48,0,6.37,0,0,0,1,0,0
7428,2017-05-06,5,6,0,78,77,0,0,7.97,0,0,0,1,1,0
7429,2017-05-07,5,7,0,79,68,0,0,6.21,1,0,0,0,1,0
7430,2017-05-08,5,1,0,73,64,0.01,0.7,5.35,0,0,0,0,0,1
7431,2017-05-09,5,2,0,61,64,0.5,0.6,3.01,0,0,0,0,0,1
7432,2017-05-10,5,3,0,63,67,0.56,0.4,10.42,0,0,1,0,0,1
7433,2017-05-11,5,4,0,65,64,0.34,0,4.17,0,0,0,0,0,0
7434,2017-05-12,5,5,0,69,61,1.75,0,7.77,0,0,1,0,0,0
7435,2017-05-13,5,6,0,66,60,0.15,0.4,6.74,0,0,0,0,1,0
7436,2017-05-14,5,7,0,64,75,0.56,1,5.78,0,0,0,0,1,0
7437,2017-05-15,5,1,0,69,64,0.84,0,4.17,0,0,0,0,0,0
7438,2017-05-16,5,2,0,63,75,0.2,0.2,3.45,0,0,0,0,0,0
7439,2017-05-17,5,3,0,74,62,0.23,0.1,5.81,0,0,0,0,0,0
7440,2017-05-18,5,4,0,65,79,0.1,0,4.8,0,0,0,0,0,0
7441,2017-05-19,5,5,0,78,78,0,0,10.61,0,0,0,0,0,0
7442,2017-05-20,5,6,0,79,70,0,0,10.44,0,0,0,0,1,0
7443,2017-05-21,5,7,0,76,78,0,0,10.22,0,0,0,0,1,0
7444,2017-05-22,5,1,0,74,77,0.87,0.2,5.41,0,0,0,0,0,0
7445,2017-05-23,5,2,0,79,72,0,0.6,10.41,0,1,0,0,0,1
7446,2017-05-24,5,3,0,74,67,0.77,0,4.91,0,0,1,0,0,0
7447,2017-05-25,5,4,0,72,68,0.05,0,5.58,0,0,0,0,0,0
7448,2017-05-26,5,5,0,74,58,0,4.1,6.12,0,0,0,0,0,1
7449,2017-05-27,5,6,0,64,61,1.53,1,6.12,0,0,1,0,1,0
7450,2017-05-28,5,7,1,65,82,0.54,0,2.94,1,0,1,0,1,0
7451,2017-05-29,5,1,0,91,85,0.02,0.4,6.61,0,0,0,0,0,1
7452,2017-05-30,5,2,0,84,68,0.28,0,8.95,0,0,1,0,0,0
7453,2017-05-31,5,3,0,71,68,0,0,4.25,0,0,0,0,0,0
7454,2017-06-01,6,4,0,68,64,0,0.1,6.57,0,0,0,0,0,0
7455,2017-06-02,6,5,0,61,70,0.1,0,7.57,0,0,0,0,0,0
7456,2017-06-03,6,6,0,70,71,0.05,0.6,9.87,0,0,0,0,1,0
7457,2017-06-04,6,7,0,70,87,0.65,0,12.1,0,0,0,0,1,0
7458,2017-06-05,6,1,0,80,71,0,0.1,3.41,0,0,0,0,0,0
7459,2017-06-06,6,2,0,73,87,0.05,0.2,8.52,0,0,0,0,0,0
7460,2017-06-07,6,3,0,81,58,0.27,0.9,6.44,0,0,0,0,0,1
7461,2017-06-08,6,4,0,62,62,0.66,0.2,9.8,0,0,0,0,0,0
7462,2017-06-09,6,5,0,58,57,0.24,0.2,9.68,0,0,0,0,0,0
7463,2017-06-10,6,6,0,61,60,0.25,0.4,10.62,0,0,0,0,1,0
7464,2017-06-11,6,7,0,61,71,0.35,0.3,5.65,1,0,0,0,1,0
7465,2017-06-12,6,1,0,67,69,0.39,0.6,10.81,1,0,0,0,0,1
7466,2017-06-13,6,2,0,72,56,0.55,0.1,12.64,0,0,1,0,0,0
7467,2017-06-14,6,3,0,61,61,0.13,0.7,10.54,0,0,0,0,0,1
7468,2017-06-15,6,4,0,61,71,0.85,0,10.61,0,0,1,0,0,0
7469,2017-06-16,6,5,0,71,76,0.19,0,4.12,0,0,0,0,0,0
7470,2017-06-17,6,6,0,75,77,3.06,0.1,7.48,0,0,1,0,1,0
7471,2017-06-18,6,7,0,76,70,0.13,0,4.02,0,0,0,0,1,0
7472,2017-06-19,6,1,0,75,70,0,0,6.51,0,0,0,0,0,0
7473,2017-06-20,6,2,0,74,82,0,0.1,3.37,0,0,0,0,0,0
7474,2017-06-21,6,3,0,75,81,0.09,1.9,4.6,0,0,0,0,0,1
7475,2017-06-22,6,4,0,77,72,1.75,0.2,5.91,0,0,1,0,0,0
7476,2017-06-23,6,5,0,69,67,0.09,0.5,7.5,0,0,0,0,0,1
7477,2017-06-24,6,6,0,66,69,0.39,0.2,9.1,0,0,0,0,1,0
7478,2017-06-25,6,7,0,69,68,0.27,0.2,9.68,1,0,1,0,1,0
7479,2017-06-26,6,1,0,66,67,0.2,0.8,9.5,0,0,0,0,0,1
7480,2017-06-27,6,2,0,69,66,0.66,0.5,7.95,0,0,1,0,0,1
7481,2017-06-28,6,3,0,66,65,0.52,0,8.85,0,0,0,0,0,0
7482,2017-06-29,6,4,0,69,71,0.04,0,9.38,0,0,0,0,0,0
7483,2017-06-30,6,5,0,70,68,0.03,0.8,7.57,0,0,0,0,0,1
7484,2017-07-01,7,6,0,69,62,1.16,0,9.22,0,0,1,0,1,0
7485,2017-07-02,7,7,0,67,67,0.08,0,7.98,0,0,0,0,1,0
7486,2017-07-03,7,1,1,69,65,0,0.9,8.27,0,0,0,0,0,1
7487,2017-07-04,7,2,0,64,77,0.67,0.1,8.07,0,0,0,0,0,0
7488,2017-07-05,7,3,0,78,69,0.07,0.2,12.62,0,0,0,0,0,0
7489,2017-07-06,7,4,0,76,73,0.16,0,7.51,0,0,0,0,0,0
7490,2017-07-07,7,5,0,79,82,0,0.2,7.11,0,0,0,0,0,0
7491,2017-07-08,7,6,0,80,61,0.12,0.8,6.6,0,0,0,0,1,0
7492,2017-07-09,7,7,0,58,58,0.78,0,6.77,1,0,0,0,1,0
7493,2017-07-10,7,1,0,61,63,0.01,0,4.42,1,0,0,0,0,0
7494,2017-07-11,7,2,0,63,68,0.01,0,5.62,0,0,0,0,0,0
7495,2017-07-12,7,3,0,70,66,0,0.3,5.25,0,0,0,0,0,1
7496,2017-07-13,7,4,0,68,70,0.37,0.4,4.72,0,0,1,0,0,1
7497,2017-07-14,7,5,0,65,63,0.3,0,5.28,0,0,0,0,0,0
7498,2017-07-15,7,6,0,62,64,0.04,0.2,4.6,0,0,0,0,1,0
7499,2017-07-16,7,7,0,65,68,0.18,0.6,4.94,0,0,0,0,1,0
7500,2017-07-17,7,1,0,67,63,0.54,0.2,8.22,0,0,0,0,0,0
7501,2017-07-18,7,2,0,63,74,0.26,0.1,8.37,0,0,0,0,0,0
7502,2017-07-19,7,3,0,70,73,0.14,0.1,9.8,0,0,0,0,0,0
7503,2017-07-20,7,4,0,72,64,0.13,0.5,10.9,0,0,0,0,0,1
7504,2017-07-21,7,5,0,67,69,0.66,0.4,8.62,0,0,0,0,0,1
7505,2017-07-22,7,6,0,64,60,0.54,0.2,7.85,0,0,0,0,1,0
7506,2017-07-23,7,7,0,67,78,0.24,0.1,7.64,0,0,0,0,1,0
7507,2017-07-24,7,1,0,84,71,0.15,0.2,7.6,1,0,0,0,0,0
7508,2017-07-25,7,2,0,66,72,0.17,0,9.05,0,0,0,0,0,0
7509,2017-07-26,7,3,0,77,84,0,2.8,3.84,0,0,0,0,0,1
7510,2017-07-27,7,4,0,81,83,2.21,4.9,4.87,0,0,1,0,0,1
7511,2017-07-28,7,5,0,80,77,1.99,0.2,4.04,0,0,1,0,0,0
7512,2017-07-29,7,6,0,76,77,0.12,0,3.58,0,0,0,0,1,0
7513,2017-07-30,7,7,0,74,75,0,0.1,7.54,0,0,0,0,1,0
7514,2017-07-31,7,1,0,74,72,0.13,0,5.88,0,1,0,0,0,0
7515,2017-08-01,8,2,0,73,75,0,0,7.08,0,0,0,0,0,0
7516,2017-08-02,8,3,0,73,72,0,0.1,7.27,0,0,0,0,0,0
